Customer ID,Duration,Purchase Amount,Representative,Date of Call
INZ272,11,105,IN07,29-Mar-19
INZ214,49,34,IN05,18-Sep-19
INZ228,60,121,IN05,18-Dec-19
INZ187,145,31,IN05,10-Mar-19
INZ160,80,82,IN02,10-May-19
INZ081,16,129,IN07,1-Sep-19
INZ267,142,194,IN06,2-Aug-19
INZ300,2,175,IN03,18-May-19
INZ009,8,121,IN03,22-Mar-19
INZ164,77,65,IN01,27-Aug-19
INZ039,28,50,IN02,29-May-19
INZ129,61,23,IN02,13-Jan-19
INZ078,19,102,IN05,17-Dec-19
INZ060,98,187,IN03,21-Feb-19
INZ275,98,150,IN03,21-Sep-19
INZ126,142,175,IN04,20-Sep-19
INZ006,118,23,IN04,7-Dec-19
INZ267,25,140,IN07,21-May-19
INZ016,74,71,IN05,9-Aug-19
INZ038,63,88,IN06,12-Mar-19
INZ075,92,92,IN03,21-Nov-19
INZ060,94,31,IN04,13-Dec-19
INZ137,108,71,IN04,16-Oct-19
INZ259,5,123,IN07,5-May-19
INZ291,87,194,IN04,28-Mar-19
INZ013,77,42,IN03,21-Nov-19
INZ018,50,121,IN03,3-Apr-19
INZ285,100,63,IN01,16-Feb-19
INZ148,121,91,IN01,6-Aug-19
INZ296,89,172,IN03,24-Nov-19
INZ165,55,95,IN06,30-Jul-19
INZ130,102,42,IN07,29-Oct-19
INZ234,2,155,IN05,24-May-19
INZ033,44,39,IN02,18-Sep-19
INZ244,150,57,IN01,23-Sep-19
INZ012,72,37,IN04,7-Dec-19
INZ268,62,121,IN03,15-Aug-19
INZ211,3,75,IN03,30-Nov-19
INZ054,136,11,IN04,10-Nov-19
INZ224,16,166,IN03,7-Jan-19
INZ031,28,172,IN05,9-Dec-19
INZ149,109,114,IN01,5-Jan-19
INZ092,1,83,IN07,19-Apr-19
INZ116,25,3,IN07,1-Jul-19
INZ203,132,192,IN03,13-Aug-19
INZ181,2,166,IN03,5-Jan-19
INZ153,121,190,IN05,15-Aug-19
INZ046,37,81,IN03,7-Feb-19
INZ297,3,151,IN04,21-Sep-19
INZ125,100,160,IN03,17-Apr-19
INZ266,64,90,IN01,24-Jul-19
INZ204,4,193,IN05,15-Apr-19
INZ164,106,91,IN07,21-Aug-19
INZ173,8,178,IN04,23-Nov-19
INZ026,8,174,IN03,2-Apr-19
INZ276,71,196,IN02,28-Aug-19
INZ056,112,187,IN07,20-Sep-19
INZ072,33,9,IN02,12-Jun-19
INZ269,75,33,IN04,21-May-19
INZ154,142,71,IN05,17-Oct-19
INZ014,149,52,IN03,11-Jan-19
INZ244,31,22,IN04,7-Jul-19
INZ273,132,70,IN07,6-Feb-19
INZ120,24,89,IN06,17-Jul-19
INZ153,47,142,IN06,29-Sep-19
INZ059,87,1,IN07,12-Dec-19
INZ049,62,92,IN07,21-Mar-19
INZ097,43,152,IN02,10-Apr-19
INZ080,122,31,IN04,2-Aug-19
INZ252,107,174,IN04,5-Feb-19
INZ216,2,200,IN02,23-Aug-19
INZ110,32,87,IN05,28-Oct-19
INZ109,75,9,IN01,15-Aug-19
INZ023,93,65,IN03,2-Aug-19
INZ290,140,66,IN06,4-Aug-19
INZ044,122,114,IN01,31-Aug-19
INZ188,81,102,IN01,3-Feb-19
INZ062,51,23,IN07,12-Feb-19
INZ252,137,5,IN01,17-Sep-19
INZ002,33,131,IN03,25-Oct-19
INZ201,58,88,IN03,15-Dec-19
INZ112,85,154,IN05,23-Jun-19
INZ297,37,159,IN07,13-Feb-19
INZ269,38,129,IN07,20-Feb-19
INZ226,25,188,IN05,17-Nov-19
INZ182,95,170,IN01,11-Feb-19
INZ243,142,125,IN04,25-Jul-19
INZ245,95,53,IN07,21-Aug-19
INZ244,67,200,IN01,25-May-19
INZ274,87,198,IN04,17-Jun-19
INZ084,117,176,IN07,9-Apr-19
INZ076,71,83,IN01,27-Apr-19
INZ207,126,188,IN04,7-Sep-19
INZ045,81,149,IN05,12-Mar-19
INZ077,36,167,IN07,28-Oct-19
INZ154,28,48,IN03,28-Apr-19
INZ111,7,9,IN01,24-Mar-19
INZ117,86,0,IN04,31-Oct-19
INZ242,61,86,IN05,4-Apr-19
INZ038,22,51,IN07,17-Jul-19
INZ064,123,189,IN07,22-Nov-19
INZ084,148,22,IN06,6-Mar-19
INZ247,70,129,IN01,3-Sep-19
INZ291,30,76,IN05,12-Aug-19
INZ207,53,146,IN07,9-Dec-19
INZ164,120,28,IN02,21-Aug-19
INZ032,107,164,IN03,15-Oct-19
INZ207,143,158,IN03,11-May-19
INZ169,8,87,IN02,18-Jan-19
INZ005,139,3,IN02,13-Oct-19
INZ295,77,23,IN01,13-Jul-19
INZ227,16,177,IN01,26-Feb-19
INZ278,137,89,IN04,16-Feb-19
INZ026,127,164,IN06,9-Jul-19
INZ184,40,190,IN02,23-Feb-19
INZ116,1,180,IN03,24-May-19
INZ061,107,68,IN05,26-Nov-19
INZ221,124,143,IN02,24-Oct-19
INZ131,61,174,IN01,6-Aug-19
INZ071,112,18,IN02,15-Jun-19
INZ053,67,45,IN02,12-Sep-19
INZ270,134,135,IN05,20-Apr-19
INZ057,23,177,IN07,20-Aug-19
INZ111,10,29,IN05,17-Feb-19
INZ211,13,120,IN01,12-Aug-19
INZ251,44,134,IN07,28-Jun-19
INZ292,141,1,IN07,6-Sep-19
INZ155,91,91,IN07,9-Dec-19
INZ080,129,96,IN03,30-Jun-19
INZ220,52,93,IN03,12-Apr-19
INZ188,121,92,IN05,7-Dec-19
INZ077,50,149,IN05,15-Nov-19
INZ129,31,122,IN01,23-Jun-19
INZ260,117,138,IN05,27-Jul-19
INZ093,48,6,IN07,27-Feb-19
INZ085,43,123,IN02,22-Apr-19
INZ117,77,180,IN06,6-Jan-19
INZ059,8,145,IN06,5-Jul-19
INZ138,86,109,IN06,6-Feb-19
INZ126,107,41,IN01,29-Mar-19
INZ138,150,41,IN06,21-Jan-19
INZ120,110,41,IN03,3-Apr-19
INZ108,29,17,IN02,13-Jan-19
INZ231,51,39,IN06,25-Oct-19
INZ094,89,154,IN07,12-May-19
INZ065,142,72,IN05,23-Aug-19
INZ125,142,168,IN03,20-Jan-19
INZ227,123,38,IN07,17-Feb-19
INZ212,24,113,IN07,8-Dec-19
INZ231,56,172,IN01,31-May-19
INZ089,67,199,IN03,20-Oct-19
INZ106,79,138,IN02,21-Jan-19
INZ241,120,37,IN03,24-Jan-19
INZ028,64,51,IN02,23-Sep-19
INZ113,89,135,IN01,12-Sep-19
INZ183,146,135,IN01,20-Sep-19
INZ124,28,15,IN05,26-Mar-19
INZ265,97,121,IN04,21-Aug-19
INZ209,101,133,IN05,24-Mar-19
INZ284,124,108,IN07,19-Nov-19
INZ031,11,111,IN02,19-Feb-19
INZ019,7,9,IN01,19-May-19
INZ193,79,1,IN07,28-Jul-19
INZ139,58,170,IN07,10-Feb-19
INZ085,81,45,IN06,15-Oct-19
INZ050,123,58,IN03,10-Apr-19
INZ008,94,79,IN06,19-Nov-19
INZ169,139,11,IN04,18-Dec-19
INZ040,33,44,IN02,23-Apr-19
INZ061,88,124,IN03,10-May-19
INZ178,105,130,IN01,10-Jan-19
INZ268,65,91,IN03,18-Sep-19
INZ052,77,177,IN02,12-Nov-19
INZ102,119,115,IN02,16-May-19
INZ045,116,187,IN02,31-Jan-19
INZ206,47,76,IN06,2-Sep-19
INZ210,145,32,IN06,2-Jul-19
INZ258,130,91,IN07,22-Aug-19
INZ114,60,85,IN07,23-Sep-19
INZ259,20,173,IN04,17-Jan-19
INZ080,15,179,IN05,24-May-19
INZ198,2,6,IN05,26-Apr-19
INZ147,41,7,IN03,26-Sep-19
INZ090,75,99,IN02,12-Sep-19
INZ202,17,86,IN04,10-Mar-19
INZ274,52,83,IN06,21-Jul-19
INZ275,114,68,IN04,27-Feb-19
INZ050,40,103,IN04,13-Dec-19
INZ282,62,145,IN07,26-Apr-19
INZ058,113,171,IN01,28-Aug-19
INZ239,139,105,IN01,17-Sep-19
INZ143,66,132,IN07,1-Jul-19
INZ205,148,23,IN05,15-Aug-19
INZ283,95,162,IN04,10-Sep-19
INZ039,105,78,IN03,6-Jun-19
INZ020,24,179,IN04,23-Oct-19
INZ068,54,126,IN07,12-Aug-19
INZ011,105,130,IN05,7-Mar-19
INZ126,47,104,IN01,3-Mar-19
INZ069,147,169,IN06,14-Feb-19
INZ281,60,124,IN06,5-Feb-19
INZ120,121,87,IN02,14-Mar-19
INZ295,114,88,IN04,26-Sep-19
INZ251,131,85,IN05,4-Mar-19
INZ134,61,18,IN07,25-Jun-19
INZ023,7,59,IN05,20-Jun-19
INZ028,79,62,IN01,14-Jul-19
INZ236,64,172,IN07,18-Jun-19
INZ137,10,63,IN02,14-May-19
INZ247,32,58,IN02,4-Jun-19
INZ215,147,111,IN01,7-Oct-19
INZ141,92,127,IN01,22-Nov-19
INZ287,146,37,IN04,12-Nov-19
INZ294,144,138,IN03,23-Nov-19
INZ041,18,75,IN04,21-Jan-19
INZ119,9,174,IN04,3-Mar-19
INZ185,107,119,IN01,12-Dec-19
INZ284,128,140,IN02,23-Nov-19
INZ280,135,110,IN02,2-May-19
INZ197,96,51,IN01,4-Nov-19
INZ198,32,16,IN07,1-Jul-19
INZ110,114,111,IN01,31-Aug-19
INZ186,121,44,IN03,25-Jul-19
INZ129,49,47,IN03,14-Apr-19
INZ150,124,25,IN04,30-Jul-19
INZ285,124,75,IN06,10-Apr-19
INZ045,30,113,IN07,16-Mar-19
INZ062,98,95,IN05,5-May-19
INZ159,119,11,IN06,11-Dec-19
INZ093,46,131,IN02,12-Nov-19
INZ291,117,82,IN03,28-Jan-19
INZ127,146,41,IN01,15-Jul-19
INZ268,97,90,IN05,15-Jul-19
INZ027,106,69,IN05,4-Dec-19
INZ197,144,122,IN05,5-Jul-19
INZ267,114,117,IN05,9-Oct-19
INZ129,133,193,IN03,15-Sep-19
INZ073,146,117,IN04,6-Mar-19
INZ226,9,159,IN01,27-Apr-19
INZ286,63,162,IN03,12-Apr-19
INZ116,123,173,IN06,27-Nov-19
INZ083,26,12,IN03,5-Sep-19
INZ080,20,169,IN02,20-Nov-19
INZ236,21,161,IN04,27-Nov-19
INZ079,129,119,IN04,16-Sep-19
INZ037,46,109,IN01,26-Apr-19
INZ300,140,50,IN03,26-Oct-19
INZ190,139,20,IN06,12-Aug-19
INZ171,52,101,IN01,11-May-19
INZ269,130,188,IN06,12-Feb-19
INZ143,32,194,IN03,28-Mar-19
INZ123,88,193,IN01,31-Oct-19
INZ121,113,65,IN07,15-Nov-19
INZ078,47,154,IN01,19-Oct-19
INZ140,123,62,IN05,1-Feb-19
INZ202,48,39,IN01,23-May-19
INZ249,110,94,IN01,15-Jan-19
INZ199,53,186,IN03,25-Jan-19
INZ257,14,185,IN05,24-Mar-19
INZ170,43,72,IN06,27-Jul-19
INZ146,86,74,IN04,11-Jan-19
INZ145,19,147,IN02,5-Feb-19
INZ173,41,95,IN02,1-Apr-19
INZ254,69,8,IN03,21-Oct-19
INZ135,142,60,IN07,22-Jan-19
INZ108,79,33,IN02,20-Jul-19
INZ172,135,81,IN01,14-Nov-19
INZ286,22,133,IN06,10-May-19
INZ190,22,139,IN02,4-Sep-19
INZ117,90,164,IN02,22-Mar-19
INZ224,55,94,IN04,15-Dec-19
INZ094,28,151,IN06,14-Feb-19
INZ158,115,166,IN05,15-Jun-19
INZ001,133,165,IN01,30-Sep-19
INZ187,149,52,IN01,2-May-19
INZ281,27,24,IN04,5-Apr-19
INZ225,83,125,IN06,14-Apr-19
INZ147,19,72,IN04,21-Feb-19
INZ034,119,107,IN07,30-Apr-19
INZ047,136,101,IN02,27-Apr-19
INZ241,111,138,IN03,11-May-19
INZ077,48,28,IN07,17-Aug-19
INZ188,149,146,IN02,4-Feb-19
INZ171,101,127,IN05,24-Apr-19
INZ297,125,0,IN04,19-Jan-19
INZ231,90,21,IN06,1-Mar-19
INZ158,146,91,IN03,16-Apr-19
INZ244,43,154,IN06,15-Mar-19
INZ010,120,165,IN05,1-Sep-19
INZ047,136,23,IN01,19-Feb-19
INZ005,138,107,IN06,13-Apr-19
INZ259,18,85,IN07,30-Apr-19
INZ154,135,162,IN04,29-Jun-19
INZ113,94,19,IN02,18-Mar-19
INZ234,93,181,IN05,18-Aug-19
INZ100,16,175,IN05,24-May-19
INZ262,15,128,IN05,16-Mar-19
INZ088,138,81,IN01,15-Jul-19
INZ016,10,168,IN04,24-May-19
INZ053,1,166,IN05,8-Nov-19
INZ054,107,77,IN03,15-Jan-19
INZ054,10,149,IN07,29-Nov-19
INZ021,100,76,IN02,8-Jan-19
INZ033,127,50,IN03,20-Jun-19
INZ284,25,65,IN05,2-Nov-19
INZ275,27,130,IN07,2-Feb-19
INZ118,97,7,IN04,3-Aug-19
INZ218,62,103,IN07,20-Aug-19
INZ266,84,186,IN01,13-Nov-19
INZ151,7,27,IN06,7-Jan-19
INZ177,9,22,IN05,27-May-19
INZ209,16,97,IN04,18-Jul-19
INZ227,132,107,IN04,18-Nov-19
INZ264,80,172,IN01,16-Aug-19
INZ097,73,51,IN07,2-Feb-19
INZ073,130,61,IN05,23-Feb-19
INZ049,46,126,IN04,1-Sep-19
INZ199,137,122,IN07,19-Jul-19
INZ272,134,69,IN05,17-Sep-19
INZ086,134,150,IN02,18-Nov-19
INZ109,35,145,IN05,5-Apr-19
INZ287,8,61,IN01,28-Oct-19
INZ229,53,90,IN07,31-Jan-19
INZ112,71,134,IN06,3-Oct-19
INZ191,34,57,IN02,9-Jul-19
INZ078,60,200,IN03,16-Nov-19
INZ022,19,99,IN07,4-Mar-19
INZ169,137,41,IN07,24-Mar-19
INZ216,31,144,IN02,31-Mar-19
INZ204,108,18,IN02,5-Oct-19
INZ270,25,120,IN01,12-Apr-19
INZ136,131,43,IN06,31-May-19
INZ111,147,53,IN01,21-Aug-19
INZ178,85,106,IN04,7-Mar-19
INZ008,130,36,IN04,5-Oct-19
INZ206,123,120,IN01,4-Dec-19
INZ130,78,18,IN06,6-Jul-19
INZ170,109,70,IN07,31-Jan-19
INZ177,63,119,IN01,2-Oct-19
INZ046,106,165,IN03,11-Jul-19
INZ126,141,111,IN03,17-Feb-19
INZ267,72,15,IN05,2-Jul-19
INZ061,115,41,IN01,11-Dec-19
INZ083,83,44,IN03,22-Apr-19
INZ163,132,43,IN07,28-Sep-19
INZ239,120,16,IN01,2-Mar-19
INZ147,30,152,IN03,12-Mar-19
INZ242,89,196,IN05,27-Jun-19
INZ106,129,80,IN03,11-Sep-19
INZ100,145,185,IN03,16-Nov-19
INZ191,59,55,IN04,23-Apr-19
INZ158,43,7,IN03,19-Feb-19
INZ154,68,81,IN04,18-Aug-19
INZ230,138,49,IN06,15-Jun-19
INZ037,11,5,IN05,24-Jan-19
INZ118,35,38,IN03,1-Oct-19
INZ061,69,184,IN03,15-Jan-19
INZ244,114,181,IN06,7-Aug-19
INZ158,38,69,IN02,29-Sep-19
INZ151,57,75,IN01,23-Jan-19
INZ224,121,76,IN07,23-Jul-19
INZ078,93,170,IN03,31-Jul-19
INZ004,54,42,IN03,6-Jul-19
INZ085,16,41,IN03,23-Apr-19
INZ147,7,9,IN03,12-Mar-19
INZ113,101,160,IN04,11-Sep-19
INZ262,73,1,IN07,16-Apr-19
INZ268,137,182,IN04,18-Oct-19
INZ212,99,45,IN07,31-Mar-19
INZ096,10,183,IN05,17-May-19
INZ057,49,171,IN07,5-Feb-19
INZ282,49,138,IN07,22-Jun-19
INZ189,25,166,IN04,17-Sep-19
INZ293,89,51,IN07,21-Feb-19
INZ242,132,58,IN03,24-Mar-19
INZ094,147,20,IN03,30-Aug-19
INZ195,89,196,IN05,29-Jun-19
INZ142,138,107,IN05,18-Jun-19
INZ146,14,74,IN04,4-Dec-19
INZ215,142,16,IN03,5-Jul-19
INZ292,96,8,IN03,28-Nov-19
INZ072,68,183,IN07,3-Aug-19
INZ243,58,52,IN01,9-Sep-19
INZ292,17,4,IN03,28-Oct-19
INZ093,10,130,IN06,7-Aug-19
INZ036,58,99,IN03,14-Nov-19
INZ053,36,79,IN01,21-Aug-19
INZ147,118,57,IN03,28-Oct-19
INZ075,21,196,IN02,3-Jun-19
INZ021,113,87,IN04,13-Aug-19
INZ157,134,146,IN04,6-Sep-19
INZ282,92,197,IN02,1-Nov-19
INZ046,135,69,IN02,7-Jan-19
INZ036,72,7,IN06,12-Aug-19
INZ129,59,59,IN03,9-Jun-19
INZ043,135,89,IN07,6-Dec-19
INZ092,138,160,IN06,23-Oct-19
INZ020,74,87,IN06,29-Jun-19
INZ005,13,146,IN04,10-Apr-19
INZ168,131,74,IN05,9-Jul-19
INZ161,4,64,IN04,4-Jul-19
INZ062,26,51,IN02,23-Jan-19
INZ221,101,77,IN04,20-Aug-19
INZ011,66,23,IN04,4-Nov-19
INZ132,81,26,IN01,2-Aug-19
INZ152,75,146,IN02,18-Jun-19
INZ133,146,24,IN03,19-Mar-19
INZ095,116,148,IN02,4-Nov-19
INZ293,108,21,IN03,9-Feb-19
INZ238,2,67,IN02,9-Aug-19
INZ037,120,107,IN03,13-Mar-19
INZ205,79,154,IN06,4-Jun-19
INZ130,133,187,IN02,13-Sep-19
INZ248,127,156,IN07,3-Feb-19
INZ011,133,169,IN04,22-Nov-19
INZ145,2,33,IN07,12-Jan-19
INZ269,92,161,IN04,19-Sep-19
INZ086,60,57,IN01,1-Dec-19
INZ131,146,185,IN07,6-Jun-19
INZ173,3,59,IN03,24-Feb-19
INZ019,9,70,IN02,14-Jun-19
INZ126,24,15,IN07,4-Feb-19
INZ121,87,59,IN05,12-Feb-19
INZ165,49,186,IN03,15-Feb-19
INZ074,150,23,IN06,9-Jan-19
INZ027,9,42,IN03,14-Jan-19
INZ259,123,193,IN06,9-Jan-19
INZ190,1,36,IN01,11-Apr-19
INZ235,67,81,IN02,3-Apr-19
INZ133,41,120,IN06,28-Jul-19
INZ175,105,48,IN07,1-Jun-19
INZ007,82,139,IN07,29-Mar-19
INZ033,100,137,IN03,26-Sep-19
INZ171,57,119,IN07,4-Jul-19
INZ208,79,156,IN02,8-Nov-19
INZ099,55,121,IN02,6-Oct-19
INZ218,29,84,IN02,11-Aug-19
INZ059,6,91,IN02,24-Jul-19
INZ289,28,142,IN02,13-May-19
INZ010,139,193,IN06,10-Jan-19
INZ286,102,191,IN02,2-Aug-19
INZ041,137,183,IN02,28-Nov-19
INZ139,104,77,IN01,29-Nov-19
INZ049,121,87,IN05,6-Mar-19
INZ177,79,160,IN05,14-May-19
INZ297,12,118,IN01,18-Jan-19
INZ036,85,151,IN07,9-Nov-19
INZ042,133,176,IN04,6-Nov-19
INZ199,34,124,IN01,16-Feb-19
INZ281,55,6,IN02,21-Oct-19
INZ195,90,167,IN04,15-Apr-19
INZ197,119,29,IN07,10-Mar-19
INZ215,49,194,IN02,5-Mar-19
INZ218,33,179,IN03,27-Apr-19
INZ108,139,94,IN05,4-Jul-19
INZ078,147,59,IN07,15-Sep-19
INZ242,59,68,IN02,19-Jul-19
INZ155,101,157,IN04,20-Oct-19
INZ006,109,114,IN03,14-Jul-19
INZ285,42,65,IN01,13-May-19
INZ230,125,65,IN06,2-Nov-19
INZ011,45,146,IN05,18-Feb-19
INZ237,79,48,IN07,10-Mar-19
INZ206,112,77,IN05,9-Oct-19
INZ241,50,152,IN04,16-Mar-19
INZ162,28,142,IN05,21-Jun-19
INZ010,7,29,IN01,16-Dec-19
INZ273,81,101,IN02,11-Jun-19
INZ095,124,68,IN05,15-Jul-19
INZ146,96,58,IN03,23-Feb-19
INZ025,101,150,IN03,8-Mar-19
INZ001,104,150,IN01,22-Feb-19
INZ029,65,83,IN07,13-Sep-19
INZ008,70,175,IN05,19-Dec-19
INZ031,123,105,IN07,13-Feb-19
INZ246,33,16,IN07,24-Mar-19
INZ197,46,88,IN01,27-Feb-19
INZ107,20,157,IN01,27-May-19
INZ061,39,153,IN06,30-Nov-19
INZ092,126,73,IN01,20-Sep-19
INZ153,53,153,IN07,27-Feb-19
INZ079,77,59,IN06,3-May-19
INZ132,117,122,IN06,3-Mar-19
INZ173,60,42,IN06,18-Aug-19
INZ060,95,25,IN06,2-Sep-19
INZ105,19,52,IN04,27-Nov-19
INZ031,59,186,IN07,13-Mar-19
INZ185,37,117,IN02,13-Sep-19
INZ174,100,30,IN01,26-Jun-19
INZ178,140,17,IN06,19-Dec-19
INZ148,61,90,IN07,2-Apr-19
INZ004,90,166,IN07,26-Mar-19
INZ128,59,180,IN06,2-Mar-19
INZ121,7,187,IN01,7-Oct-19
INZ076,112,97,IN06,22-Sep-19
INZ231,77,64,IN06,7-Mar-19
INZ123,104,151,IN01,2-Jul-19
INZ152,52,25,IN04,23-May-19
INZ015,102,148,IN04,5-Jun-19
INZ227,106,92,IN02,11-Nov-19
INZ001,4,186,IN03,14-May-19
INZ054,44,47,IN07,28-May-19
INZ105,139,148,IN07,19-Jun-19
INZ264,81,32,IN04,4-May-19
INZ029,137,151,IN07,15-Sep-19
INZ082,143,6,IN07,18-Feb-19
INZ013,145,140,IN03,27-Feb-19
INZ286,80,123,IN03,3-Jul-19
INZ159,142,2,IN07,10-Oct-19
INZ033,22,154,IN07,22-Mar-19
INZ188,19,37,IN06,6-Jan-19
INZ225,100,152,IN07,9-Aug-19
INZ194,8,91,IN02,18-May-19
INZ185,63,72,IN01,15-Mar-19
INZ131,40,2,IN01,22-Aug-19
INZ218,73,127,IN04,6-Aug-19
INZ172,94,115,IN01,4-Apr-19
INZ050,86,37,IN06,17-Apr-19
INZ026,15,95,IN03,15-May-19
INZ154,87,35,IN05,22-Aug-19
INZ039,145,117,IN02,2-Nov-19
INZ096,8,133,IN06,1-Feb-19
INZ234,136,18,IN02,11-Nov-19
INZ211,76,75,IN07,5-Jun-19
INZ049,94,18,IN02,22-May-19
INZ100,93,32,IN03,5-Feb-19
INZ142,54,200,IN04,6-Jan-19
INZ099,143,189,IN01,27-Nov-19
INZ055,141,12,IN03,31-Jan-19
INZ221,68,71,IN05,27-Nov-19
INZ039,19,32,IN01,15-Aug-19
INZ214,103,167,IN06,22-Jun-19
INZ207,84,103,IN06,3-Nov-19
INZ120,87,90,IN05,14-Aug-19
INZ067,95,165,IN06,6-Jan-19
INZ099,96,152,IN06,3-Feb-19
INZ073,86,11,IN02,22-Jan-19
INZ271,19,101,IN07,8-Dec-19
INZ091,109,66,IN07,13-Nov-19
INZ096,127,174,IN07,25-Mar-19
INZ215,109,35,IN06,23-Jul-19
INZ147,122,143,IN06,11-Mar-19
INZ041,88,52,IN01,31-Oct-19
INZ295,32,4,IN03,14-Jul-19
INZ140,101,162,IN04,1-Dec-19
INZ029,41,74,IN05,23-May-19
INZ144,75,133,IN04,6-Nov-19
INZ013,64,171,IN04,27-Jan-19
INZ066,150,188,IN05,11-Jan-19
INZ048,84,62,IN03,10-Mar-19
INZ205,59,1,IN03,11-Sep-19
INZ190,107,195,IN01,9-May-19
INZ043,101,50,IN07,30-Nov-19
INZ109,56,118,IN03,5-Dec-19
INZ161,128,85,IN01,1-Feb-19
INZ075,36,189,IN03,6-Feb-19
INZ098,114,31,IN03,5-Feb-19
INZ015,41,197,IN02,3-Sep-19
INZ242,26,58,IN04,9-Oct-19
INZ274,70,22,IN02,24-Nov-19
INZ215,25,130,IN04,2-Sep-19
INZ191,150,19,IN04,28-Apr-19
INZ263,112,153,IN01,18-Apr-19
INZ125,75,82,IN03,24-Sep-19
INZ270,121,52,IN05,10-Nov-19
INZ179,57,173,IN02,8-Apr-19
INZ149,10,148,IN04,11-Jan-19
INZ197,6,176,IN07,27-Nov-19
INZ112,117,99,IN01,27-Jul-19
INZ129,24,11,IN03,24-May-19
INZ008,22,161,IN07,3-May-19
INZ051,38,183,IN07,25-Feb-19
INZ168,9,11,IN05,24-Feb-19
INZ167,56,81,IN01,13-Jun-19
INZ259,30,31,IN04,17-Mar-19
INZ002,26,30,IN01,16-Mar-19
INZ296,65,161,IN06,27-Nov-19
INZ233,105,123,IN07,19-May-19
INZ035,147,188,IN05,26-May-19
INZ227,93,97,IN07,15-Dec-19
INZ173,87,34,IN06,24-Aug-19
INZ080,68,120,IN06,3-Aug-19
INZ090,99,33,IN05,3-Dec-19
INZ253,112,128,IN01,26-Sep-19
INZ245,12,161,IN03,21-Apr-19
INZ184,143,54,IN03,23-Aug-19
INZ156,5,143,IN06,8-Mar-19
INZ232,65,149,IN03,4-Dec-19
INZ056,103,61,IN07,4-Jun-19
INZ270,95,129,IN03,16-Apr-19
INZ286,63,158,IN03,3-Apr-19
INZ022,137,98,IN01,15-Jan-19
INZ225,27,53,IN05,1-Jun-19
INZ226,19,130,IN06,3-Aug-19
INZ035,1,33,IN07,4-Nov-19
INZ158,60,155,IN03,3-Feb-19
INZ137,145,198,IN07,29-Mar-19
INZ224,100,180,IN05,25-Nov-19
INZ149,90,144,IN02,20-Jun-19
INZ155,87,28,IN03,5-Aug-19
INZ013,34,27,IN06,16-Dec-19
INZ233,87,85,IN06,14-Apr-19
INZ017,112,93,IN04,30-Nov-19
INZ144,66,113,IN05,6-Feb-19
INZ018,35,181,IN05,21-Jan-19
INZ298,127,92,IN05,25-May-19
INZ292,94,192,IN01,1-Dec-19
INZ077,28,46,IN01,31-Jul-19
INZ142,86,176,IN03,5-Jan-19
INZ257,42,35,IN04,18-Apr-19
INZ277,98,71,IN05,26-Jun-19
INZ269,119,125,IN04,13-May-19
INZ259,114,22,IN05,17-Feb-19
INZ231,5,10,IN04,3-Jun-19
INZ006,114,102,IN01,2-Jul-19
INZ143,88,176,IN05,28-May-19
INZ236,114,181,IN07,21-Jul-19
INZ285,34,99,IN07,23-Jul-19
INZ290,76,89,IN05,6-Mar-19
INZ108,48,114,IN03,11-Jul-19
INZ164,80,126,IN01,7-Nov-19
INZ109,6,10,IN05,6-Sep-19
INZ234,26,126,IN04,5-Feb-19
INZ103,146,136,IN04,1-Aug-19
INZ100,53,106,IN01,26-Sep-19
INZ261,139,32,IN03,13-Nov-19
INZ284,55,11,IN02,9-Apr-19
INZ008,36,8,IN03,20-Apr-19
INZ226,98,138,IN04,2-May-19
INZ149,95,33,IN06,20-Nov-19
INZ057,51,17,IN02,12-Jan-19
INZ205,120,135,IN03,3-Apr-19
INZ205,81,95,IN01,17-Mar-19
INZ124,120,47,IN04,26-Nov-19
INZ036,116,36,IN01,29-Jan-19
INZ148,150,182,IN03,28-May-19
INZ121,55,152,IN06,28-Aug-19
INZ251,136,198,IN03,29-May-19
INZ191,21,59,IN02,12-Aug-19
INZ137,3,171,IN05,7-Apr-19
INZ095,120,194,IN02,19-Aug-19
INZ050,39,30,IN04,3-Aug-19
INZ110,60,195,IN04,26-Jun-19
INZ059,2,106,IN07,22-May-19
INZ247,137,143,IN04,24-Oct-19
INZ011,140,40,IN02,17-Jan-19
INZ191,118,41,IN02,12-Aug-19
INZ129,91,199,IN07,25-May-19
INZ242,108,19,IN06,27-Jan-19
INZ259,61,74,IN06,12-Oct-19
INZ236,59,153,IN07,13-Apr-19
INZ018,93,159,IN05,22-Feb-19
INZ270,104,25,IN04,26-Apr-19
INZ027,33,169,IN04,12-Dec-19
INZ082,41,164,IN04,22-Jul-19
INZ294,104,50,IN02,7-Feb-19
INZ182,26,149,IN07,22-Apr-19
INZ008,16,44,IN02,26-Mar-19
INZ269,50,146,IN01,16-May-19
INZ292,73,185,IN02,18-Jun-19
INZ240,117,146,IN01,22-Feb-19
INZ275,84,191,IN03,1-Aug-19
INZ240,31,121,IN03,15-Dec-19
INZ189,93,130,IN06,27-May-19
INZ171,18,190,IN06,7-Jul-19
INZ275,50,4,IN02,22-Mar-19
INZ157,85,200,IN06,3-Sep-19
INZ260,28,8,IN07,22-Nov-19
INZ179,69,184,IN05,19-Jan-19
INZ036,37,149,IN05,14-Jan-19
